table_name,var_order,sort,indicator,sub_indicator,outline,variable_name_original,variable_name_split,level_01,level_2,category,year,variable_description,variable_type,variable_width,decimal_places,tables
CEX21_01,1,1,DEFR,alcohol,1,X2001_X,X2001,X20,1,X,2021,Alcoholic Beverages,N,15,0,2021 Alcoholic Beverages (Consumer Spending)
CEX21_01,4,4,,,1.1.,X2002_X,X2002,X20,2,X,2021,Alcoholic Beverages at Home,N,15,0,2021 Alcoholic Beverages (Consumer Spending)
CEX21_01,7,7,,,1.1.1.,X2003_X,X2003,X20,3,X,2021,Beer & Ale At Home,N,15,0,2021 Alcoholic Beverages (Consumer Spending)
CEX21_01,10,10,,,1.1.2.,X2004_X,X2004,X20,4,X,2021,Whiskey At Home,N,15,0,2021 Alcoholic Beverages (Consumer Spending)
CEX21_01,13,13,,,1.1.3.,X2005_X,X2005,X20,5,X,2021,Wine At Home,N,15,0,2021 Alcoholic Beverages (Consumer Spending)
CEX21_01,16,16,,,1.1.4.,X2006_X,X2006,X20,6,X,2021,Other Alcohol At Home,N,15,0,2021 Alcoholic Beverages (Consumer Spending)
CEX21_01,19,19,,,1.2.,X2007_X,X2007,X20,7,X,2021,Alcoholic Beverages Away from Home,N,15,0,2021 Alcoholic Beverages (Consumer Spending)
CEX21_01,22,22,,,1.2.1.1.,X2008_X,X2008,X20,8,X,2021,Beer & Ale Away from Home,N,15,0,2021 Alcoholic Beverages (Consumer Spending)
CEX21_01,25,25,,,1.2.1.2.,X2009_X,X2009,X20,9,X,2021,Beer & Ale at Full Service Restaurant,N,15,0,2021 Alcoholic Beverages (Consumer Spending)
CEX21_01,28,28,,,1.2.1.3.,X2010_X,X2010,X20,10,X,2021,Beer & Ale at Fast Food/Take-Out/Delivery/Vending,N,15,0,2021 Alcoholic Beverages (Consumer Spending)
CEX21_01,31,31,,,1.3.,X2011_X,X2011,X20,11,X,2021,Wine Away from Home,N,15,0,2021 Alcoholic Beverages (Consumer Spending)
CEX21_01,34,34,,,1.3.1.,X2012_X,X2012,X20,12,X,2021,Wine at Full Service Restaurant,N,15,0,2021 Alcoholic Beverages (Consumer Spending)
CEX21_01,37,37,,,1.3.2.,X2013_X,X2013,X20,13,X,2021,Wine at Fast Food/Take-Out/Delivery/Vending,N,15,0,2021 Alcoholic Beverages (Consumer Spending)
CEX21_01,40,40,,,1.4.,X2014_X,X2014,X20,14,X,2021,Other Alcohol Away from Home,N,15,0,2021 Alcoholic Beverages (Consumer Spending)
CEX21_01,43,43,,,1.4.1.,X2015_X,X2015,X20,15,X,2021,Other Alcohol at Full Service Restaurant,N,15,0,2021 Alcoholic Beverages (Consumer Spending)
CEX21_01,46,46,,,1.4.2.,X2016_X,X2016,X20,16,X,2021,Other Alcohol at Fast Food/Take-Out/Delivery/Vending,N,15,0,2021 Alcoholic Beverages (Consumer Spending)
CEX21_01,97,97,,,2,X5001_X,X5001,X50,1,X,2021,Apparel & Services,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,100,100,,,2.1.,X5002_X,X5002,X50,2,X,2021,Men`s Apparel,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,103,103,,,2.1.1.,X5003_X,X5003,X50,3,X,2021,Men`s Suits,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,106,106,,,2.1.2.,X5004_X,X5004,X50,4,X,2021,Men`s Sport Coats,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,109,109,,,2.1.3.,X5005_X,X5005,X50,5,X,2021,Men`s Coats & Jackets,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,112,112,,,2.1.4.,X5006_X,X5006,X50,6,X,2021,Men`s Underwear,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,115,115,,,2.1.5.,X5007_X,X5007,X50,7,X,2021,Men`s Hosiery,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,118,118,,,2.1.6.,X5008_X,X5008,X50,8,X,2021,Men`s Accessories,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,121,121,,,2.1.7.,X5080_X,X5080,X50,80,X,2021,Men`s Shirts/Sweaters/Vests,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,124,124,,,2.1.8.,X5083_X,X5083,X50,83,X,2021,Men's Swimwear,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,127,127,,,2.1.9.,X5012_X,X5012,X50,12,X,2021,Men`s Pants & Shorts,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,130,130,,,2.1.10.,X5013_X,X5013,X50,13,X,2021,Men`s Sleepwear,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,133,133,,,2.1.11.,X5014_X,X5014,X50,14,X,2021,Men`s Uniforms,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,136,136,,,2.1.12.,X5015_X,X5015,X50,15,X,2021,Men`s Costumes,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,139,139,,,2.1.13.,X5016_X,X5016,X50,16,X,2021,Women`s Apparel,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,142,142,,,2.2.,X5017_X,X5017,X50,17,X,2021,Women`s Dresses,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,145,145,,,2.2.1.,X5018_X,X5018,X50,18,X,2021,Women`s Coats & Jackets,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,148,148,,,2.2.2.,X5019_X,X5019,X50,19,X,2021,Women`s Sport Coats & Tailored Jackets,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,151,151,,,2.2.3.,X5081_X,X5081,X50,81,X,2021,Women`s Shirts/Tops/Blouses/Sweaters/Vests,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,154,154,,,2.2.4.,X5022_X,X5022,X50,22,X,2021,Women`s Skirts,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,157,157,,,2.2.5.,X5023_X,X5023,X50,23,X,2021,Women`s Pants & Shorts,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,160,160,,,2.2.6.,X5085_X,X5085,X50,85,X,2021,Women's Swimwear,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,163,163,,,2.2.7.,X5025_X,X5025,X50,25,X,2021,Women`s Sleepwear,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,166,166,,,2.2.8.,X5026_X,X5026,X50,26,X,2021,Women`s Undergarments,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,169,169,,,2.2.9.,X5027_X,X5027,X50,27,X,2021,Women`s Hosiery,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,172,172,,,2.2.10.,X5028_X,X5028,X50,28,X,2021,Women`s Suits,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,175,175,,,2.2.11.,X5029_X,X5029,X50,29,X,2021,Women`s Accessories,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,178,178,,,2.2.12.,X5030_X,X5030,X50,30,X,2021,Women`s Uniforms,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,181,181,,,2.2.13.,X5031_X,X5031,X50,31,X,2021,Women`s Costumes,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,184,184,,,2.3.,X5032_X,X5032,X50,32,X,2021,Children`s Apparel,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,187,187,,,2.3.1.,X5033_X,X5033,X50,33,X,2021,Boys` Apparel,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,190,190,,,2.3.1.1.,X5034_X,X5034,X50,34,X,2021,Boys` Coats & Jackets,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,193,193,,,2.3.1.2.,X5082_X,X5082,X50,82,X,2021,Boys` Shirts/Sweaters,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,196,196,,,2.3.1.3.,X5037_X,X5037,X50,37,X,2021,Boys` Underwear,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,199,199,,,2.3.1.4.,X5038_X,X5038,X50,38,X,2021,Boys` Hosiery,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,202,202,,,2.3.1.5.,X5039_X,X5039,X50,39,X,2021,Boys` Accessories,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,205,205,,,2.3.1.6.,X5040_X,X5040,X50,40,X,2021,Boys` Suits/Sport Coats/Vests,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,208,208,,,2.3.1.7.,X5041_X,X5041,X50,41,X,2021,Boys` Pants & Shorts,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,211,211,,,2.3.1.8.,X5042_X,X5042,X50,42,X,2021,Boys` Uniforms,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,214,214,,,2.3.1.9.,X5084_X,X5084,X50,84,X,2021,Boy's Swimwear,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,217,217,,,2.3.1.10.,X5044_X,X5044,X50,44,X,2021,Boys` Sleepwear,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,220,220,,,2.3.1.11.,X5045_X,X5045,X50,45,X,2021,Boys` Costumes,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,223,223,,,2.4.,X5046_X,X5046,X50,46,X,2021,Girls` Apparel,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,226,226,,,2.4.1.,X5047_X,X5047,X50,47,X,2021,Girls` Coats & Jackets,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,229,229,,,2.4.2.,X5048_X,X5048,X50,48,X,2021,Girls` Dresses & Suits,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,232,232,,,2.4.3.,X5049_X,X5049,X50,49,X,2021,Girls` Shirts/Blouses/Sweaters/Vests,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,235,235,,,2.4.4.,X5050_X,X5050,X50,50,X,2021,Girls` Skirts/Pants/Shorts,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,238,238,,,2.4.5.,X5086_X,X5086,X50,86,X,2021,Girl's Swimwear,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,241,241,,,2.4.6.,X5052_X,X5052,X50,52,X,2021,Girls` Underwear & Sleepwear,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,244,244,,,2.4.7.,X5053_X,X5053,X50,53,X,2021,Girls` Hosiery,N,15,0,2021 Apparel (Consumer Spending)
CEX21_01,247,247,,,2.4.8.,X5054_X,X5054,X50,54,X,2021,Girls` Accessories,N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,250,1,,,2.4.9.,X5055_X,X5055,X50,55,X,2021,Girls` Uniforms,N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,253,4,,,2.4.10.,X5056_X,X5056,X50,56,X,2021,Girls` Costumes,N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,256,7,,,2.5.,X5057_X,X5057,X50,57,X,2021,Infant Apparel (Under 2 Years),N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,259,10,,,2.5.1.,X5058_X,X5058,X50,58,X,2021,Infant Coats/Jackets/Snowsuits,N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,262,13,,,2.5.2.,X5059_X,X5059,X50,59,X,2021,Infant Dresses/Sweaters,N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,265,16,,,2.5.3.,X5060_X,X5060,X50,60,X,2021,Infant Undergarments Including Diapers,N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,268,19,,,2.5.4.,X5061_X,X5061,X50,61,X,2021,Infant Sleepwear,N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,271,22,,,2.5.5.,X5062_X,X5062,X50,62,X,2021,Infant Accessories & Footwear,N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,274,25,,,2.6.,X5063_X,X5063,X50,63,X,2021,Footwear,N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,277,28,,,2.6.1.,X5064_X,X5064,X50,64,X,2021,Men`s Footwear,N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,280,31,,,2.6.2.,X5065_X,X5065,X50,65,X,2021,Boys` Footwear,N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,283,34,,,2.6.3.,X5066_X,X5066,X50,66,X,2021,Women`s Footwear,N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,286,37,,,2.6.4.,X5067_X,X5067,X50,67,X,2021,Girls` Footwear,N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,289,40,,,2.7.,X5068_X,X5068,X50,68,X,2021,Apparel Products & Services,N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,292,43,,,2.7.1.,X5071_X,X5071,X50,71,X,2021,Shoe Repair & Other Shoe Services,N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,295,46,,,2.7.2.,X5072_X,X5072,X50,72,X,2021,Coin-operated Apparel Laundry/Dry Cleaning,N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,298,49,,,2.7.3.,X5073_X,X5073,X50,73,X,2021,Not Coin-operated Apparel Laundry/Dry Cleaning,N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,301,52,,,2.7.4.,X5074_X,X5074,X50,74,X,2021,Alteration/Repair/Tailoring of Apparel,N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,304,55,,,2.7.5.,X5075_X,X5075,X50,75,X,2021,Clothing Rental & Storage,N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,307,58,,,2.7.6.,X5076_X,X5076,X50,76,X,2021,Watch & Jewelry Repair,N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,310,61,,,2.7.7.,X5077_X,X5077,X50,77,X,2021,Watches & Jewelry,N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,313,64,,,2.7.7.1.,X5078_X,X5078,X50,78,X,2021,Watches,N,15,0,2021 Apparel (Consumer Spending)
CEX21_02,316,67,,,2.7.7.2.,X5079_X,X5079,X50,79,X,2021,Jewelry,N,15,0,2021 Apparel (Consumer Spending)
CEX21_03,541,43,,,2.8.,X1131_X,X1131,X11,31,X,2021,Meals at Restaurants/Other,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,544,46,,,2.8.1.,X1132_X,X1132,X11,32,X,2021,Lunch Away from Home,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,547,49,,,2.8.1.1.,X1133_X,X1133,X11,33,X,2021,Lunch at Fast Food/Take-Out/Delivery,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,550,52,,,2.8.1.2.,X1134_X,X1134,X11,34,X,2021,Lunch at Full Service Restaurants,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,553,55,,,2.8.1.3.,X1135_X,X1135,X11,35,X,2021,Lunch at Employer/School Cafe,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,556,58,,,2.8.1.4.,X1136_X,X1136,X11,36,X,2021,Lunch at Vending/Mobile Vendors,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,559,61,,,2.8.2.,X1137_X,X1137,X11,37,X,2021,Dinner Away from Home,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,562,64,,,2.8.2.1.,X1138_X,X1138,X11,38,X,2021,Dinner at Fast Food/Take-Out/Delivery,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,565,67,,,2.8.2.2.,X1139_X,X1139,X11,39,X,2021,Dinner at Full Service Restaurants,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,568,70,,,2.8.2.3.,X1140_X,X1140,X11,40,X,2021,Dinner at Employer/School Cafe,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,571,73,,,2.8.2.4.,X1141_X,X1141,X11,41,X,2021,Dinner at Vending/Mobile Vendors,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,574,76,,,2.8.3.,X1142_X,X1142,X11,42,X,2021,Snacks & Beverages Away from Home,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,577,79,,,2.8.3.1.,X1143_X,X1143,X11,43,X,2021,Snacks at Fast Food/Take-Out/Delivery,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,580,82,,,2.8.3.2.,X1144_X,X1144,X11,44,X,2021,Snacks/Beverages at Full Service Restaurants,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,583,85,,,2.8.3.3.,X1145_X,X1145,X11,45,X,2021,Snacks/Beverages at Employer/School Cafe,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,586,88,,,2.8.3.4.,X1146_X,X1146,X11,46,X,2021,Snacks/Beverages at Vending/Mobile Vendors,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,589,91,,,2.8.4.,X1147_X,X1147,X11,47,X,2021,Breakfast and Brunch Away from Home,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,592,94,,,2.8.4.1.,X1148_X,X1148,X11,48,X,2021,Breakfast/Brunch at Fast Food/Take-Out/Deliv,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,595,97,,,2.8.4.2.,X1149_X,X1149,X11,49,X,2021,Breakfast/Brunch at Full Service Restaurants,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,598,100,,,2.8.4.3.,X1150_X,X1150,X11,50,X,2021,Breakfast/Brunch at Employer/School Cafe,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,601,103,,,2.8.4.4.,X1151_X,X1151,X11,51,X,2021,Breakfast/Brunch at Vending/Mobile Vendors,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,604,106,,,2.8.5.,X1152_X,X1152,X11,52,X,2021,School Lunches,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,607,109,,,2.8.6.,X1154_X,X1154,X11,54,X,2021,Food and Board at School,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,610,112,,,2.8.7.,X1155_X,X1155,X11,55,X,2021,Catered Affairs,N,15,0,2021 Dining Out (Consumer Spending)
CEX21_03,685,187,,,3,X11001_X,X11001,X11,1,X,2021,Education,N,15,0,2021 Education (Consumer Spending)
CEX21_03,688,190,HI,higher_ed,3.1.,X11002_X,X11002,X11,2,X,2021,College Tuition,N,15,0,2021 Education (Consumer Spending)
CEX21_03,691,193,,,3.2.,X11003_X,X11003,X11,3,X,2021,Elementary & High School Tuition,N,15,0,2021 Education (Consumer Spending)
CEX21_03,694,196,HI,voc_ed,3.3.,X11004_X,X11004,X11,4,X,2021,Vocational & Technical School Tuition,N,15,0,2021 Education (Consumer Spending)
CEX21_03,697,199,,,3.4.,X11005_X,X11005,X11,5,X,2021,Tuition for Other Schools,N,15,0,2021 Education (Consumer Spending)
CEX21_03,700,202,,,3.5.,X11013_X,X11013,X11,13,X,2021,Finance/Late/Interest Charges for Student Loans,N,15,0,2021 Education (Consumer Spending)
CEX21_03,703,205,HI,higher_ed,3.6.,X11006_X,X11006,X11,6,X,2021,Other School Expenses Incl Book Rental/Equipment,N,15,0,2021 Education (Consumer Spending)
CEX21_03,706,208,HI,higher_ed,3.7.,X11007_X,X11007,X11,7,X,2021,College Books & Supplies,N,15,0,2021 Education (Consumer Spending)
CEX21_03,709,211,,,3.8.,X11008_X,X11008,X11,8,X,2021,Elementary & High School Books & Supplies,N,15,0,2021 Education (Consumer Spending)
CEX21_03,712,214,HI,voc_ed,3.9.,X11009_X,X11009,X11,9,X,2021,Vocational & Technical School Books & Supplies,N,15,0,2021 Education (Consumer Spending)
CEX21_03,715,217,,,3.10.,X11010_X,X11010,X11,10,X,2021,Preschool & Other School Books & Supplies,N,15,0,2021 Education (Consumer Spending)
CEX21_03,718,220,,,3.11.,X11011_X,X11011,X11,11,X,2021,Other School Supplies,N,15,0,2021 Education (Consumer Spending)
CEX21_03,721,223,,,3.12.,X11012_X,X11012,X11,12,X,2021,Test Preparation & Tutoring Services,N,15,0,2021 Education (Consumer Spending)
CEX21_04,763,16,,,4,X9001_X,X9001,X90,1,X,2021,Entertainment/Recreation,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,766,19,,,4.1.,X9002_X,X9002,X90,2,X,2021,Live Entertainment for Catered Affairs,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,769,22,,,4.2.,X9003_X,X9003,X90,3,X,2021,Rental of Party Supplies for Catered Affairs,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,772,25,,,4.3.,X9004_X,X9004,X90,4,X,2021,Entertainment/Recreation Fees & Admissions,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,775,28,,,4.3.1.,X9005_X,X9005,X90,5,X,2021,Membership Fees for Social/Recreation/Health Clubs,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,778,31,,,4.3.2.,X9006_X,X9006,X90,6,X,2021,Fees for Participant Sports Excluding Trips,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,781,34,,,4.3.3.,X9073_X,X9073,X90,73,X,2021,Tickets to Theatre/Operas/Concerts,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,784,37,,,4.3.4.,X9078_X,X9078,X90,78,X,2021,Tickets to Movies,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,787,40,,,4.3.5.,X9079_X,X9079,X90,79,X,2021,Tickets to Parks or Museums,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,790,43,,,4.3.6.,X9008_X,X9008,X90,8,X,2021,Admission to Sports Events Excluding Trips,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,793,46,,,4.3.7.,X9009_X,X9009,X90,9,X,2021,Fees for Recreational Lessons,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,796,49,,,4.3.8.,X9010_X,X9010,X90,10,X,2021,Dating Services,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,799,52,,,4.4.,X9011_X,X9011,X90,11,X,2021,TV/Video/Audio,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,802,55,,,4.4.1.,X9012_X,X9012,X90,12,X,2021,Cable & Satellite Television Services,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,805,58,,,4.4.2.,X9013_X,X9013,X90,13,X,2021,Televisions & Video,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,808,61,,,4.4.2.1.,X9014_X,X9014,X90,14,X,2021,Televisions,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,811,64,,,4.4.2.2.,X9015_X,X9015,X90,15,X,2021,Satellite Dishes,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,814,67,,,4.4.2.3.,X9016_X,X9016,X90,16,X,2021,VCRs/Video Cameras & DVD Players,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,817,70,,,4.4.2.4.,X9017_X,X9017,X90,17,X,2021,Miscellaneous Video Equipment,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,820,73,,,4.4.2.5.,X9018_X,X9018,X90,18,X,2021,Video Cassettes & DVDs,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,823,76,,,4.4.2.6.,X9019_X,X9019,X90,19,X,2021,Video Game Hardware/Accessories,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,826,79,,,4.4.2.7.,X9020_X,X9020,X90,20,X,2021,Video Game Software,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,829,82,,,4.4.2.8.,X9080_X,X9080,X90,80,X,2021,Rental/Streaming/Downloaded Video,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,832,85,,,4.4.2.9.,X9023_X,X9023,X90,23,X,2021,Installation of Televisions,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,835,88,,,4.4.3.,X9024_X,X9024,X90,24,X,2021,Audio,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,838,91,,,4.4.3.1.,X9025_X,X9025,X90,25,X,2021,Satellite Radio Service,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
CEX21_04,841,94,,,4.4.3.2.,X9075_X,X9075,X90,75,X,2021,Radios/Stereos/Sound Equipment/Accessories,N,15,0,2021 Entertainment/Recreation (Consumer Spending)
